Date,Description,Amount,Currency,Converted_INR,Category
2024-04-14,SEND MONEY PAYMENT,95,USD,7932.5,General
2025-12-09,UBER PAYMENT,4917,INR,4917,Transport
2024-01-23,SALON PAYMENT,9891,JPY,5440.05,General
2024-12-12,BURGER KING PAYMENT,2766,JPY,1521.3,Food
2025-10-02,INSURANCE PREMIUM PAYMENT,2281,INR,2281,Health
2024-08-17,RENT PAYMENT,4672,JPY,2569.6,Utilities
2024-06-24,UPI-DINER-5987,20,EUR,1784.0,Food
2024-02-25,UPI-CONCERT-4634,141,USD,11773.5,Entertainment
2025-11-05,SNACKS STORE,128,USD,10688.0,Food
2025-04-15,SALON PAYMENT,19,EUR,1694.8,General
2024-07-24,LPG PAYMENT,145,GBP,15239.5,Utilities
2024-08-22,ELECTRICITY BILL PAYMENT,94,EUR,8384.8,Utilities
2025-08-12,1MG PAYMENT,6962,JPY,3829.1,Health
2024-12-25,UPI-DISNEY+-4698,7022,JPY,3862.1,Entertainment
2024-07-28,INTERNET PAYMENT,5876,JPY,3231.8,Utilities
2024-01-24,DISNEY+ PAYMENT,1464,JPY,805.2,Entertainment
2024-11-07,DIESEL PAYMENT,8389,JPY,4613.95,Transport
2025-08-03,TABLETS PAYMENT,36,USD,3006.0,Health
2024-12-27,UPI-CONCERT-3677,62,USD,5177.0,Entertainment
2024-11-07,DTH PAYMENT,10,GBP,1051.0,Utilities
2024-03-20,WWW.HOSPITAL.COM,78,USD,6513.0,Health
2024-04-21,SUPERMARKET PAYMENT,5055,JPY,2780.25,Food
2024-08-18,SEND MONEY PAYMENT,3048,INR,3048,General
2024-11-16,PETROL PAYMENT,3371,JPY,1854.05,Transport
2024-07-29,ATM WITHDRAWAL STORE,5938,JPY,3265.9,General
2024-04-19,BLOOD TEST PAYMENT,6138,JPY,3375.9,Health
2024-04-17,OLA PAYMENT,19,EUR,1694.8,Transport
2024-12-19,CONSULTATION PAYMENT,4019,INR,4019,Health
2024-12-05,POS / DENTIST,125,USD,10437.5,Health
2025-01-26,CINEMA PAYMENT,2512,INR,2512,Entertainment
2025-01-04,WIFI PAYMENT,126,EUR,11239.2,Utilities
2024-09-02,CAPPUCCINO PAYMENT,836,INR,836,Food
2024-11-05,SEND MONEY PAYMENT,90,USD,7515.0,General
2025-10-31,WWW.DINER.COM,27,USD,2254.5,Food
2025-07-16,UPI-CULT FIT-8718,116,GBP,12191.6,Health
2024-08-15,UNIQLO PAYMENT,64,GBP,6726.4,Shopping
2025-05-23,UPI-TAXI-9119,2259,INR,2259,Transport
2024-05-05,ONEPLUS PAYMENT,4553,INR,4553,Shopping
2024-12-31,STATIONERY PAYMENT,146,USD,12191.0,General
2025-08-26,GAME PAYMENT,101,EUR,9009.2,Entertainment
2025-06-12,METRO CARD PAYMENT,73,USD,6095.5,Transport
2025-04-20,PHARMACY PAYMENT,51,EUR,4549.2,Health
2025-07-05,THEATRE PAYMENT,4149,INR,4149,Entertainment
2024-05-06,APPLE STORE PAYMENT,837,INR,837,Shopping
2025-06-01,PARKING PAYMENT,59,USD,4926.5,Transport
2024-03-20,TACO BELL PAYMENT,146,EUR,13023.2,Food
2024-11-04,TATA SKY PAYMENT,5685,JPY,3126.75,Utilities
2025-11-04,LYFT PAYMENT,81,USD,6763.5,Transport
2024-03-11,IKEA PAYMENT,69,EUR,6154.8,Shopping
2025-07-14,LAB TEST PAYMENT,4387,INR,4387,Health
2025-02-08,FLIGHT PAYMENT,89,EUR,7938.8,Transport
2024-09-07,UBER PAYMENT,142,EUR,12666.4,Transport
2025-04-20,PRIME VIDEO PAYMENT,106,GBP,11140.6,Entertainment
2025-10-26,POS / DOMINOS,94,EUR,8384.8,Food
2024-08-09,STATIONERY PAYMENT,8099,JPY,4454.45,General
2024-10-01,H&M PAYMENT,25,EUR,2230.0,Shopping
2025-09-12,LATTE PAYMENT,8,EUR,713.6,Food
2025-12-12,WIFI PAYMENT,44,GBP,4624.4,Utilities
2025-09-25,WWW.PHARMACY.COM,3498,JPY,1923.9,Health
2025-10-02,PREPAID RECHARGE PAYMENT,9,EUR,802.8,Utilities
2024-12-18,SHOPPING PAYMENT,34,GBP,3573.4,Shopping
2025-09-09,PUMA PAYMENT,81,GBP,8513.1,Shopping
2024-04-10,CINEMA PAYMENT,100,EUR,8920.0,Entertainment
2025-03-13,NIKE PAYMENT,128,GBP,13452.8,Shopping
2025-02-01,THEATRE PAYMENT,3991,JPY,2195.05,Entertainment
2025-05-10,WWW.METRO CARD.COM,2283,JPY,1255.65,Transport
2025-05-20,PVR PAYMENT,107,USD,8934.5,Entertainment
2024-12-30,CRICKET PAYMENT,5804,JPY,3192.2,Entertainment
2024-06-27,DISNEY+ PAYMENT,96,EUR,8563.2,Entertainment
2025-09-25,FRUITS PAYMENT,46,EUR,4103.2,Food
2024-12-28,CLINIC PAYMENT,77,GBP,8092.7,Health
2025-10-15,UBER PAYMENT,1690,INR,1690,Transport
2024-09-25,NETFLIX PAYMENT,137,EUR,12220.4,Entertainment
2024-08-18,CHARITY PAYMENT,146,EUR,13023.2,General
2025-08-26,CONCERT PAYMENT,1379,INR,1379,Entertainment
2024-09-01,APPLE STORE PAYMENT,24,EUR,2140.8,Shopping
2024-03-14,CINEMA PAYMENT,2067,INR,2067,Entertainment
2025-09-28,TOLL PAYMENT,8350,JPY,4592.5,Transport
2025-05-29,BLOOD TEST PAYMENT,140,GBP,14714.0,Health
2024-10-23,EMIRATES PAYMENT,4910,INR,4910,Transport
2025-06-16,LYFT PAYMENT,146,EUR,13023.2,Transport
2025-05-24,RAILWAY PAYMENT,3782,INR,3782,Transport
2025-11-16,SHOPPING PAYMENT,33,USD,2755.5,Shopping
2024-01-31,BURGER KING PAYMENT,52,EUR,4638.4,Food
2024-12-05,LYFT PAYMENT,1672,JPY,919.6,Transport
2025-04-15,NIKE PAYMENT,114,GBP,11981.4,Shopping
2025-01-30,DENTIST PAYMENT,129,USD,10771.5,Health
2025-03-22,PIZZA PAYMENT,2040,INR,2040,Food
2025-10-09,JIO FIBER PAYMENT,123,EUR,10971.6,Utilities
2024-03-03,APPLE MUSIC PAYMENT,13,EUR,1159.6,Entertainment
2025-02-01,MEDICINE STORE,4852,INR,4852,Health
2024-12-06,TRAIN TICKET PAYMENT,1902,JPY,1046.1,Transport
2024-09-01,TATA SKY PAYMENT,77,USD,6429.5,Utilities
2025-04-04,POS / CINEMA,4208,INR,4208,Entertainment
2025-10-17,CLOTHES PAYMENT,101,GBP,10615.1,Shopping
2025-06-15,ATM WITHDRAWAL PAYMENT,3315,JPY,1823.25,General
2025-03-12,SEND MONEY PAYMENT,852,INR,852,General
2025-12-04,FASTAG STORE,116,USD,9686.0,Transport
2024-09-19,UPI-INSURANCE PREMIUM-2892,3740,INR,3740,Health
2025-01-31,BUS TICKET PAYMENT,20,USD,1670.0,Transport
2024-06-17,WATER BILL PAYMENT,125,EUR,11150.0,Utilities
2025-11-02,BURGER KING PAYMENT,7250,JPY,3987.5,Food
2025-11-08,UNIQLO PAYMENT,137,EUR,12220.4,Shopping
2025-09-30,TACO BELL PAYMENT,633,JPY,348.15,Food
2025-03-07,PLAYSTATION PAYMENT,980,INR,980,Entertainment
2025-12-08,POS / CAPPUCCINO,4032,INR,4032,Food
2025-05-26,METRO CARD PAYMENT,5,GBP,525.5,Transport
2024-04-08,LYFT PAYMENT,64,GBP,6726.4,Transport
2025-04-14,TRAIN TICKET PAYMENT,72,GBP,7567.2,Transport
2024-06-17,BROADBAND PAYMENT,3163,JPY,1739.65,Utilities
2025-05-23,SALON PAYMENT,1582,JPY,870.1,General
2024-01-14,ONEPLUS PAYMENT,130,GBP,13663.0,Shopping
2024-07-23,HOSPITAL PAYMENT,26,EUR,2319.2,Health
2025-11-20,UPI-POST OFFICE-1459,74,GBP,7777.4,General
2025-10-08,UPI-SALON-3990,56,USD,4676.0,General
2025-07-31,MALL PAYMENT,6526,JPY,3589.3,Shopping
2024-10-27,RAILWAY PAYMENT,1138,JPY,625.9,Transport
2024-09-22,RENT PAYMENT,122,USD,10187.0,Utilities
2025-02-13,WWW.LYFT.COM,4935,INR,4935,Transport
2025-09-17,MYNTRA PAYMENT,101,GBP,10615.1,Shopping
2025-09-27,DISNEY+ PAYMENT,80,EUR,7136.0,Entertainment
2024-10-06,PARKING PAYMENT,41,GBP,4309.1,Transport
2024-12-09,LPG PAYMENT,40,USD,3340.0,Utilities
2025-07-28,XEROX PAYMENT,37,USD,3089.5,General
2024-08-20,UPI-IKEA-8250,66,GBP,6936.6,Shopping
2024-12-21,PARKING PAYMENT,87,USD,7264.5,Transport
2025-07-29,HOUSE RENT PAYMENT,119,EUR,10614.8,Utilities
2024-04-02,NIKE PAYMENT,140,EUR,12488.0,Shopping
2024-07-15,RESTAURANT PAYMENT,85,GBP,8933.5,Food
2025-06-03,COURIER PAYMENT,1777,JPY,977.35,General
2025-03-25,SHOES PAYMENT,83,USD,6930.5,Shopping
2024-11-09,AIRTEL BILL PAYMENT,44,GBP,4624.4,Utilities
2024-10-24,POS / VEGETABLES,145,GBP,15239.5,Food
2025-02-07,EVENT PAYMENT,94,GBP,9879.4,Entertainment
2025-06-20,ACT FIBERNET STORE,18,USD,1503.0,Utilities
2025-09-18,PARKING PAYMENT,19,EUR,1694.8,Transport
2025-10-17,TAXI PAYMENT,50,USD,4175.0,Transport
2024-05-06,SHOES PAYMENT,136,USD,11356.0,Shopping
2024-02-04,POS / JEANS,8586,JPY,4722.3,Shopping
2025-11-18,BAKERY PAYMENT,138,GBP,14503.8,Food
2025-08-14,REEBOK PAYMENT,146,USD,12191.0,Shopping
2024-08-07,PHARMACY PAYMENT,95,GBP,9984.5,Health
2025-11-27,BP PUMP PAYMENT,65,GBP,6831.5,Transport
2024-12-16,NETFLIX PAYMENT,688,INR,688,Entertainment
2025-01-27,JIO FIBER PAYMENT,3466,JPY,1906.3,Utilities
2024-05-24,MOVIE PAYMENT,7366,JPY,4051.3,Entertainment
2025-11-21,EMIRATES PAYMENT,147,USD,12274.5,Transport
2025-03-05,MEDICINE PAYMENT,1217,JPY,669.35,Health
2025-12-15,SHIRT PAYMENT,8100,JPY,4455.0,Shopping
2024-12-21,PIZZA PAYMENT,1952,JPY,1073.6,Food
2024-10-02,PARKING PAYMENT,105,GBP,11035.5,Transport
2025-09-08,POWER BILL PAYMENT,7,EUR,624.4,Utilities
2024-05-11,POS / OLA,130,GBP,13663.0,Transport
2024-02-26,VEGETABLES STORE,49,GBP,5149.9,Food
2025-09-04,ATM WITHDRAWAL PAYMENT,251,INR,251,General
2024-11-17,SHELL STATION PAYMENT,2062,INR,2062,Transport
2025-10-02,XEROX PAYMENT,4243,JPY,2333.65,General
2025-12-03,ACT FIBERNET PAYMENT,4938,INR,4938,Utilities
2025-10-18,WWW.JIO FIBER.COM,9838,JPY,5410.9,Utilities
2024-08-05,SNACKS PAYMENT,42,USD,3507.0,Food
2024-06-21,UPI-INTERNET-9245,16,EUR,1427.2,Utilities
2025-06-24,BAKERY PAYMENT,91,GBP,9564.1,Food
2025-09-03,BURGER KING PAYMENT,95,USD,7932.5,Food
2025-03-17,WWW.AJIO.COM,118,EUR,10525.6,Shopping
2025-12-16,WWW.CLINIC.COM,17,GBP,1786.7,Health
2024-06-26,RAPIDO PAYMENT,58,USD,4843.0,Transport
2025-05-21,JIO FIBER PAYMENT,104,EUR,9276.8,Utilities
2025-06-02,RAILWAY PAYMENT,130,EUR,11596.0,Transport
2025-09-08,EVENT PAYMENT,54,EUR,4816.8,Entertainment
2024-11-06,XBOX PAYMENT,4149,JPY,2281.95,Entertainment
2024-04-10,COURIER PAYMENT,4015,INR,4015,General
2024-03-28,HOTSTAR PAYMENT,2530,INR,2530,Entertainment
2025-06-30,CINEMA PAYMENT,9843,JPY,5413.65,Entertainment
2025-09-22,BP PUMP PAYMENT,91,USD,7598.5,Transport
2024-12-17,COURIER PAYMENT,88,USD,7348.0,General
2025-03-30,NETFLIX PAYMENT,8457,JPY,4651.35,Entertainment
2025-12-11,INTERNET PAYMENT,4430,INR,4430,Utilities
2024-01-25,POS / PUMA,6420,JPY,3531.0,Shopping
2025-02-10,GYM PAYMENT,217,INR,217,Health
2024-08-28,POST OFFICE PAYMENT,41,EUR,3657.2,General
2024-12-05,STARBUCKS PAYMENT,3184,INR,3184,Food
2024-09-27,TATA SKY PAYMENT,44,USD,3674.0,Utilities
2025-08-30,GIFT PAYMENT,85,GBP,8933.5,General
2025-07-05,TRANSFER STORE,4628,INR,4628,General
2025-02-17,MYNTRA PAYMENT,111,EUR,9901.2,Shopping
2024-01-19,UPI-FLIPKART-2300,3258,JPY,1791.9,Shopping
2024-05-02,MOBILE RECHARGE PAYMENT,4654,INR,4654,Utilities
2025-09-18,BROADBAND PAYMENT,126,EUR,11239.2,Utilities
2025-10-16,IKEA STORE,108,GBP,11350.8,Shopping
2025-09-10,DINNER PAYMENT,3280,JPY,1804.0,Food
2024-05-17,UBER PAYMENT,102,GBP,10720.2,Transport
2024-07-26,CASH PAYMENT,136,USD,11356.0,General
2024-05-07,SHOES PAYMENT,6643,JPY,3653.65,Shopping
2025-12-12,HAIRCUT PAYMENT,1643,INR,1643,General
2025-11-27,REEBOK PAYMENT,90,EUR,8028.0,Shopping
2024-11-09,WWW.FASTAG.COM,3860,INR,3860,Transport
2025-12-01,UPI-PLAYSTATION-9861,88,EUR,7849.6,Entertainment
2024-10-29,POST OFFICE PAYMENT,58,EUR,5173.6,General
2025-01-27,WWW.UBER.COM,119,GBP,12506.9,Transport
2024-03-08,SUPERMARKET PAYMENT,46,GBP,4834.6,Food
2025-01-24,HOSPITAL PAYMENT,3516,INR,3516,Health
2024-01-06,HOSPITAL PAYMENT,43,GBP,4519.3,Health
2024-08-31,BROADBAND PAYMENT,20,GBP,2102.0,Utilities
2024-06-15,FLIPKART PAYMENT,889,INR,889,Shopping
2024-06-12,FRUITS PAYMENT,137,USD,11439.5,Food
2025-11-24,ELECTRICITY BILL PAYMENT,46,GBP,4834.6,Utilities
2024-05-19,UPI-UBER-5857,100,EUR,8920.0,Transport
2024-07-18,CHAI STORE,2487,INR,2487,Food
2025-11-04,WWW.APPLE STORE.COM,1264,JPY,695.2,Shopping
2024-04-09,DOCTOR PAYMENT,3514,JPY,1932.7,Health
2024-06-28,VEGETABLES PAYMENT,2066,INR,2066,Food
2025-02-10,CASH PAYMENT,126,USD,10521.0,General
2025-08-24,ACT FIBERNET PAYMENT,133,USD,11105.5,Utilities
2025-02-15,GROCERY PAYMENT,918,INR,918,Food
2024-03-03,CASH PAYMENT,34,EUR,3032.8,General
2025-02-28,MAINTENANCE PAYMENT,94,GBP,9879.4,Utilities
2024-04-09,BURGER KING PAYMENT,64,GBP,6726.4,Food
2025-02-21,FLIPKART PAYMENT,140,GBP,14714.0,Shopping
2025-01-01,GYM PAYMENT,133,GBP,13978.3,Health
2025-01-30,CINEMA PAYMENT,4374,JPY,2405.7,Entertainment
2025-02-08,WWW.CHARITY.COM,3437,INR,3437,General
2025-10-06,CRICKET PAYMENT,31,EUR,2765.2,Entertainment
2025-01-05,BAKERY PAYMENT,4502,INR,4502,Food
2024-06-22,POSTPAID BILL PAYMENT,24,USD,2004.0,Utilities
2024-01-23,FASTAG PAYMENT,7463,JPY,4104.65,Transport
2025-03-29,IPL MATCH PAYMENT,27,USD,2254.5,Entertainment
2024-02-07,PRIME VIDEO PAYMENT,5706,JPY,3138.3,Entertainment
2025-06-26,1MG PAYMENT,28,USD,2338.0,Health
2025-03-13,GROCERY PAYMENT,50,USD,4175.0,Food
2024-03-31,CULT FIT PAYMENT,10,EUR,892.0,Health
2024-02-26,MCDONALDS PAYMENT,1726,JPY,949.3,Food
2025-07-04,AMAZON PAYMENT,4470,INR,4470,Shopping
2024-09-13,AJIO PAYMENT,9427,JPY,5184.85,Shopping
2025-04-27,ACT FIBERNET PAYMENT,1986,JPY,1092.3,Utilities
2025-11-23,SWIGGY PAYMENT,5,GBP,525.5,Food
2024-01-26,PARKING PAYMENT,537,JPY,295.35,Transport
2024-12-25,RENT PAYMENT,57,USD,4759.5,Utilities
2025-03-23,TABLETS PAYMENT,3345,INR,3345,Health
2025-06-09,PIZZA PAYMENT,59,EUR,5262.8,Food
2025-02-16,CLOTHES PAYMENT,5438,JPY,2990.9,Shopping
2025-01-16,TOLL PAYMENT,407,INR,407,Transport
2024-10-14,SAMSUNG PAYMENT,8,GBP,840.8,Shopping
2025-04-20,WWW.KFC.COM,68,GBP,7146.8,Food
2025-09-06,OLA PAYMENT,280,INR,280,Transport
2025-07-27,POS / AMAZON,57,GBP,5990.7,Shopping
2025-08-25,SHOPPING PAYMENT,72,EUR,6422.4,Shopping
2024-09-28,PRIME VIDEO PAYMENT,1984,INR,1984,Entertainment
2024-01-05,TACO BELL PAYMENT,109,GBP,11455.9,Food
2025-11-24,UPI-BAKERY-3956,44,EUR,3924.8,Food
2024-03-14,BROADBAND PAYMENT,7365,JPY,4050.75,Utilities
2025-05-29,SPOTIFY PAYMENT,31,USD,2588.5,Entertainment
2025-09-29,SNEAKERS PAYMENT,85,EUR,7582.0,Shopping
2025-08-14,SWIGGY PAYMENT,147,USD,12274.5,Food
2025-03-30,UPI-CAFE-4520,49,EUR,4370.8,Food
2025-08-29,ADIDAS STORE,3496,JPY,1922.8,Shopping
2024-03-15,SUPERMARKET PAYMENT,9712,JPY,5341.6,Food
2024-09-11,WWW.UBER.COM,118,GBP,12401.8,Transport
2024-12-24,PLAYSTATION PAYMENT,1638,INR,1638,Entertainment
2024-12-04,ATM WITHDRAWAL PAYMENT,4401,INR,4401,General
2025-05-17,HOUSE RENT PAYMENT,36,USD,3006.0,Utilities
2025-05-12,DENTIST PAYMENT,20,USD,1670.0,Health
2024-02-26,YOUTUBE PREMIUM STORE,129,USD,10771.5,Entertainment
2025-01-04,HOSPITAL PAYMENT,8292,JPY,4560.6,Health
2024-02-11,XBOX PAYMENT,94,USD,7849.0,Entertainment
2025-07-25,BURGER KING PAYMENT,3290,INR,3290,Food
2025-11-03,PREPAID RECHARGE STORE,71,GBP,7462.1,Utilities
2024-12-03,GYM PAYMENT,118,USD,9853.0,Health
2025-03-29,TRAIN TICKET PAYMENT,2834,INR,2834,Transport
2024-12-11,APOLLO PHARMACY PAYMENT,71,GBP,7462.1,Health
2025-07-28,SHIRT PAYMENT,61,USD,5093.5,Shopping
2024-08-17,UPI-SPA-8538,71,EUR,6333.2,General
2025-08-23,SEND MONEY PAYMENT,13,GBP,1366.3,General
2024-05-23,UPI PAYMENT,35,EUR,3122.0,General
2025-10-26,XEROX PAYMENT,109,USD,9101.5,General
2025-10-31,CAPPUCCINO PAYMENT,1723,JPY,947.65,Food
2024-06-24,RAILWAY PAYMENT,88,GBP,9248.8,Transport
2025-04-28,PREPAID RECHARGE PAYMENT,100,GBP,10510.0,Utilities
2024-11-20,MEDICINE PAYMENT,1643,INR,1643,Health
2024-10-26,CHARITY PAYMENT,951,INR,951,General
2024-08-15,SUPERMARKET PAYMENT,98,GBP,10299.8,Food
2024-05-03,DONATION PAYMENT,88,EUR,7849.6,General
2025-11-28,CHARITY PAYMENT,4157,INR,4157,General
2025-09-05,GYM PAYMENT,128,EUR,11417.6,Health
2024-08-29,SNACKS PAYMENT,2232,INR,2232,Food
2025-04-20,CRICKET PAYMENT,17,EUR,1516.4,Entertainment
2025-05-16,GOLD'S GYM PAYMENT,129,USD,10771.5,Health
2024-05-09,JIO FIBER PAYMENT,71,USD,5928.5,Utilities
2024-05-29,CINEMA PAYMENT,4968,INR,4968,Entertainment
2025-07-20,WWW.PLAYSTATION.COM,135,EUR,12042.0,Entertainment
2024-12-04,XBOX PAYMENT,44,EUR,3924.8,Entertainment
2024-01-07,APOLLO PHARMACY PAYMENT,26,USD,2171.0,Health
2024-10-16,SHIRT PAYMENT,40,GBP,4204.0,Shopping
2024-02-24,RESTAURANT PAYMENT,4158,INR,4158,Food
2025-09-28,PVR PAYMENT,108,GBP,11350.8,Entertainment
2024-05-10,WWW.GYM.COM,2761,JPY,1518.55,Health
2025-12-09,KFC PAYMENT,1103,INR,1103,Food
2024-04-27,XBOX PAYMENT,58,EUR,5173.6,Entertainment
2025-10-11,POST OFFICE PAYMENT,136,EUR,12131.2,General
2024-11-26,SPOTIFY PAYMENT,1780,JPY,979.0,Entertainment
2025-06-20,MOBILE RECHARGE PAYMENT,7,GBP,735.7,Utilities
2024-03-19,RENT PAYMENT,75,GBP,7882.5,Utilities
2024-10-28,UNIQLO PAYMENT,53,EUR,4727.6,Shopping
2024-08-31,CONSULTATION PAYMENT,736,JPY,404.8,Health
2024-08-03,ZOMATO STORE,4818,INR,4818,Food
2024-09-24,CONCERT PAYMENT,106,USD,8851.0,Entertainment
2024-05-06,NIKE PAYMENT,47,USD,3924.5,Shopping
2025-02-27,UBER PAYMENT,103,EUR,9187.6,Transport
2024-06-22,UPI-AIR INDIA-4266,2731,INR,2731,Transport
2024-02-18,TAXI PAYMENT,43,USD,3590.5,Transport
2024-07-08,POS / SHELL STATION,53,EUR,4727.6,Transport
2025-06-08,UBER PAYMENT,1476,JPY,811.8,Transport
2025-04-02,UPI-TRANSFER-9767,67,GBP,7041.7,General
2025-11-28,BROADBAND PAYMENT,2398,INR,2398,Utilities
2024-01-05,LAB TEST PAYMENT,56,EUR,4995.2,Health
2025-01-15,PETROL PAYMENT,2537,JPY,1395.35,Transport
2025-01-23,EMIRATES PAYMENT,37,GBP,3888.7,Transport
2024-07-27,CAFE PAYMENT,87,GBP,9143.7,Food
2024-01-30,METRO CARD STORE,145,USD,12107.5,Transport
2024-07-03,APOLLO PHARMACY PAYMENT,54,GBP,5675.4,Health
2025-07-11,SWIGGY PAYMENT,4930,INR,4930,Food
2024-08-02,REEBOK PAYMENT,6381,JPY,3509.55,Shopping
2024-07-24,SPA PAYMENT,27,EUR,2408.4,General
2024-12-28,GYM PAYMENT,9782,JPY,5380.1,Health
2025-11-17,XBOX PAYMENT,3873,INR,3873,Entertainment
2024-03-04,CLINIC PAYMENT,93,GBP,9774.3,Health
2025-06-21,BP PUMP PAYMENT,37,GBP,3888.7,Transport
2024-07-10,COURIER PAYMENT,43,EUR,3835.6,General
2025-05-23,SHOPPING PAYMENT,88,USD,7348.0,Shopping
2025-10-09,CONSULTATION PAYMENT,3355,INR,3355,Health
2024-04-27,THEATRE PAYMENT,99,EUR,8830.8,Entertainment
2024-11-10,PREPAID RECHARGE PAYMENT,135,USD,11272.5,Utilities
2024-03-01,WWW.1MG.COM,7,GBP,735.7,Health
2025-10-23,INSURANCE PREMIUM PAYMENT,130,EUR,11596.0,Health
2024-12-22,CLINIC PAYMENT,8538,JPY,4695.9,Health
2024-10-08,MALL PAYMENT,1949,INR,1949,Shopping
2024-01-11,UPI-UNIQLO-4277,92,EUR,8206.4,Shopping
2024-05-26,TACO BELL PAYMENT,27,USD,2254.5,Food
2024-11-30,MOBILE RECHARGE PAYMENT,79,GBP,8302.9,Utilities
2025-06-14,ZOMATO PAYMENT,3404,JPY,1872.2,Food
2025-04-29,UPI-INOX-3729,95,GBP,9984.5,Entertainment
2025-02-05,BLOOD TEST PAYMENT,8359,JPY,4597.45,Health
2024-07-03,TOLL PAYMENT,76,EUR,6779.2,Transport
2025-02-09,UPI PAYMENT,4308,INR,4308,General
2024-07-09,POS / SHOPPING,135,GBP,14188.5,Shopping
2024-12-12,UPI-LYFT-5047,1391,INR,1391,Transport
2024-10-24,POS / TRANSFER,35,USD,2922.5,General
2025-11-22,TACO BELL PAYMENT,102,EUR,9098.4,Food
2025-06-22,POS / DIESEL,68,USD,5678.0,Transport
2024-06-17,RAILWAY PAYMENT,5694,JPY,3131.7,Transport
2025-10-16,FRUITS PAYMENT,34,EUR,3032.8,Food
2025-04-05,FLIGHT PAYMENT,107,GBP,11245.7,Transport
2024-01-28,WWW.ELECTRICITY BILL.COM,25,EUR,2230.0,Utilities
2025-10-21,UPI-FASTAG-3599,113,GBP,11876.3,Transport
2025-06-22,TOLL PAYMENT,142,USD,11857.0,Transport
2025-03-09,CONCERT PAYMENT,738,JPY,405.9,Entertainment
2025-04-03,1MG PAYMENT,9412,JPY,5176.6,Health
2025-05-31,CONSULTATION PAYMENT,79,GBP,8302.9,Health
2024-11-15,SALON PAYMENT,66,USD,5511.0,General
2025-04-05,WWW.DISNEY+.COM,3192,INR,3192,Entertainment
2025-06-29,INOX PAYMENT,2783,INR,2783,Entertainment
2025-01-22,CRICKET PAYMENT,53,USD,4425.5,Entertainment
2025-12-15,ESPRESSO PAYMENT,53,EUR,4727.6,Food
2025-07-21,IPL MATCH PAYMENT,24,GBP,2522.4,Entertainment
2024-04-19,INOX PAYMENT,3201,INR,3201,Entertainment
2025-09-12,CULT FIT PAYMENT,27,GBP,2837.7,Health
2024-05-05,CRICKET PAYMENT,46,USD,3841.0,Entertainment
2025-04-29,SUBWAY PAYMENT,4544,INR,4544,Food
2025-04-08,CHAI PAYMENT,37,USD,3089.5,Food
2024-03-23,MCDONALDS PAYMENT,81,EUR,7225.2,Food
2024-09-15,PREPAID RECHARGE PAYMENT,109,EUR,9722.8,Utilities
2025-07-07,MEDICINE PAYMENT,99,GBP,10404.9,Health
2024-11-20,POS / DINER,1776,INR,1776,Food
2024-12-15,CLINIC PAYMENT,112,GBP,11771.2,Health
2025-01-26,DINNER PAYMENT,14,EUR,1248.8,Food
2025-02-13,ZARA PAYMENT,112,GBP,11771.2,Shopping
2025-09-18,SPA PAYMENT,9,USD,751.5,General
2024-04-14,CAB PAYMENT,28,EUR,2497.6,Transport
2025-09-30,FLIPKART PAYMENT,34,USD,2839.0,Shopping
2024-12-13,ELECTRICITY BILL PAYMENT,4910,INR,4910,Utilities
2025-10-17,SHOES PAYMENT,13,GBP,1366.3,Shopping
2025-10-10,CULT FIT PAYMENT,11,USD,918.5,Health
2024-07-08,LPG PAYMENT,129,USD,10771.5,Utilities
2024-07-22,WWW.TACO BELL.COM,134,EUR,11952.8,Food
2024-12-01,YOUTUBE PREMIUM PAYMENT,121,EUR,10793.2,Entertainment
2025-09-07,UNIQLO PAYMENT,39,USD,3256.5,Shopping
2025-04-20,MOVIE PAYMENT,1163,INR,1163,Entertainment
2024-09-02,RESTAURANT PAYMENT,124,EUR,11060.8,Food
2024-09-28,CONCERT PAYMENT,66,USD,5511.0,Entertainment
2024-05-06,GYM PAYMENT,79,GBP,8302.9,Health
2025-01-22,ACT FIBERNET PAYMENT,115,USD,9602.5,Utilities
2025-06-27,INDIGO PAYMENT,84,USD,7014.0,Transport
2024-12-15,WIFI PAYMENT,4418,INR,4418,Utilities
2025-08-02,CASH PAYMENT,94,GBP,9879.4,General
2024-11-16,WIFI PAYMENT,42,EUR,3746.4,Utilities
2024-10-16,MOVIE PAYMENT,96,GBP,10089.6,Entertainment
2025-10-17,DECATHLON PAYMENT,89,GBP,9353.9,Shopping
2025-03-06,XEROX STORE,69,USD,5761.5,General
2024-08-01,CASH PAYMENT,149,GBP,15659.9,General
2024-10-22,SHOPPING PAYMENT,135,USD,11272.5,Shopping
2025-09-29,CAB PAYMENT,9240,JPY,5082.0,Transport
2024-11-23,MALL PAYMENT,2856,JPY,1570.8,Shopping
2024-08-12,CHAI PAYMENT,9,EUR,802.8,Food
2024-08-01,INOX PAYMENT,47,EUR,4192.4,Entertainment
2024-12-14,GYM PAYMENT,6138,JPY,3375.9,Health
2025-03-28,WWW.PUMA.COM,23,USD,1920.5,Shopping
2025-06-05,POS / STEAM,286,INR,286,Entertainment
2025-01-19,DINNER PAYMENT,136,USD,11356.0,Food
2024-09-29,1MG PAYMENT,50,GBP,5255.0,Health
2024-03-10,DENTIST PAYMENT,114,EUR,10168.8,Health
2024-05-13,SPA PAYMENT,129,GBP,13557.9,General
